10000 64
45269,56,58674,48682,5144,80912,3014,31103,11615,79278,99543,38482,32827,69195,76515,63287,1946,26769,10563,1722,75246,41489,72081,19709,39579,41280,89996,39512,66845,72204,11420,37963,96350,62961,11979,96906,39519,2649,72778,94427,79199,92553,97694,35649,54651,52962,8274,27024,73897,60993,47600,95267,19122,39288,99459,52945,25569,28219,80847,42507,65805,71254,4291,66696
88333,65393,34774,7391,46606,35274,98435,40128,57236,69306,2663,79521,77684,35143,7832,47093,44083,94371,47743,6881,63950,57326,5747,11794,2915,50358,82871,4718,7012,13282,66363,69014,3620,21168,60343,90088,79085,14784,7399,82370,34506,67247,61665,92959,70666,15321,95040,49182,19938,9650,55630,54119,94848,22356,76754,41354,97086,69978,61970,76849,71223,60329,29828,54460
55277,71526,50926,57675,95803,86412,60762,43866,17318,96005,9190,23737,80671,90023,26708,9202,14627,48815,12268,60758,59827,99155,2430,54066,76327,49839,27777,71151,49593,2236,82923,38390,16222,96862,34398,72587,15810,90586,86246,91533,49446,43277,53435,9774,44831,96514,92229,9356,56545,68766,74315,73901,79844,24589,5017,37290,47494,9029,24093,8349,65064,63903,15565,74387
18365,23923,52499,85982,78944,72077,72125,50640,87057,55790,37609,75996,44645,93186,28565,16249,7426,33874,88981,94220,34671,80781,57549,30785,4370,84376,80105,47336,77283,81877,41044,63924,75172,95192,70063,28748,68921,31115,27468,79532,39335,50252,70994,35465,64353,3807,40832,83156,79997,81365,16388,20443,2197,57998,22962,86727,6657,61353,14773,32363,55549,77067,41723,11137
43190,53052,21068,22198,63712,7435,65726,89970,18898,39352,98832,88560,15652,19956,79542,25286,52720,8625,44483,23239,63108,60596,50696,60014,46657,20596,36793,844,76819,51822,75466,99310,48486,3821,34492,46205,66390,19428,63184,10094,25624,26172,68915,37024,45120,58930,58908,84845,53942,76680,15105,47258,15344,37238,77987,35412,35885,40862,84985,65115,52870,14059,61297,30204
23771,86655,36133,33316,55095,58580,47927,76781,7160,41497,80588,15260,53184,42032,44438,89353,50017,14650,90214,87500,88071,66392,34840,99253,3609,26735,18403,45170,38285,99278,25205,80356,95332,66260,17270,38390,71616,94115,15990,45505,81718,78950,74773,76263,17482,5077,56636,68737,31268,14853,62409,86083,13785,15379,18571,23342,83802,39108,91593,63747,93227,56285,3164,64896
59623,96884,14922,2326,19650,57958,99270,32651,56443,71981,71612,89995,58045,78632,34554,63683,49749,74833,19266,47660,91764,4186,73989,36349,69282,81825,50757,8834,87826,91105,11082,3117,16188,32706,53300,45583,2966,1240,80959,91949,32131,45313,83725,98322,82853,39749,48234,9454,68243,70856,30714,19462,86766,28059,81465,51262,36390,26447,2134,44758,88649,43871,60271,23236
30807,34842,54198,14425,26513,13423,20999,57999,16700,91057,18272,65245,27442,50366,27746,57539,56604,28702,86332,64351,75425,16337,14125,3837,37919,78344,83309,82921,2635,76138,15289,67831,33716,99945,48626,68536,1092,90839,95648,17999,29626,25930,3341,15460,29723,17151,84511,80489,78127,81858,78895,75757,16878,13362,85843,12598,8847,87622,43742,46652,8334,32351,58996,64571
24659,78088,65016,27460,12734,74351,8787,85653,27498,18334,21257,32975,12614,26521,67298,36044,57422,24933,80499,93968,668,89568,76213,58064,10440,92014,47891,33033,2864,51285,34375,48372,55109,3280,55242,60974,72759,2691,3199,49960,70325,31139,25650,11256,11567,89407,86130,43972,48754,78721,87853,7361,20141,51792,69066,44710,50304,37440,84701,44980,63773,8957,71647,75912
42134,46789,22166,92467,25308,93198,3813,28565,91989,35758,74193,14494,48282,23361,63877,37185,6288,56787,14329,56697,42769,46226,20613,18165,73057,7342,67760,25828,49785,50806,84630,92902,92903,21616,39866,65571,2674,4515,13777,52277,29931,72937,31346,85092,22632,46977,64731,96075,23640,44582,71204,82445,79625,82366,58801,65818,20253,49618,47471,53214,72640,67530,59093,60850
3839,44384,11322,25570,42911,79238,20071,59263,90857,3084,65819,40746,13121,39029,48875,21941,98403,77522,51213,94904,14096,96920,73814,5849,79127,83731,42802,97840,67697,9606,40562,77470,39747,52042,27296,86732,44914,77429,76341,20333,88841,38935,27747,17264,42207,87674,76686,7786,69560,1596,44136,9143,67256,88169,10719,83377,40913,9122,45819,10012,86628,9492,49292,43552
21020,83973,63889,8980,28895,18174,85476,50800,10304,94792,65291,87852,63406,60839,87806,92497,31351,88148,14581,7825,56069,14208,22546,64494,97679,65929,37984,12559,70104,29048,9496,51586,43713,99275,36820,73571,16803,85132,1663,59063,27671,45954,41238,25747,74018,4670,73221,68883,69778,76620,83265,20294,4301,82025,57675,57278,68267,88402,33769,63935,38478,69320,21180,15083
9159,23906,26466,27152,23417,31553,72879,17284,6515,24571,31747,30570,32679,19652,9683,13046,24554,96534,19829,91375,72853,29745,85362,29010,87329,58486,67141,1089,48518,36894,99628,75601,68522,21433,4880,78275,96660,67126,3164,12821,19295,30138,30945,64219,38252,34624,52464,63523,80572,78156,22099,26007,80811,8826,48184,25793,81715,47168,71923,27873,52983,14110,33199,6687
74465,7416,14093,57860,79678,30882,83469,35600,2730,63599,26667,26696,55008,27465,20082,36037,20487,60773,61057,61854,6781,14058,30606,97942,37809,37511,17618,71589,26787,99135,86037,26899,70498,77527,84934,78108,47156,66237,96168,84913,96684,22790,23655,89336,77331,32869,67258,7399,25399,64228,45185,93868,65480,16290,85028,14862,60280,2427,33080,29926,14828,3175,53866,17637
99667,81718,50431,21945,20711,44225,6754,13254,47978,17078,16161,65909,40057,53982,50502,796,93894,97127,95217,568,86400,39306,66777,72209,56445,773,28614,11027,61810,78986,31370,15007,46181,84229,14885,91202,94151,12644,62680,25870,97210,5474,2353,44713,32158,41106,55904,30414,68551,27874,11441,66421,53299,21680,25296,26366,58434,33890,69639,26800,63408,77312,22433,66380
27586,51523,9329,36853,90703,12815,63635,7650,65517,59180,19015,49627,12299,70010,15331,19862,5980,64757,52728,95164,19751,12601,28426,61791,24343,25728,31084,70290,32589,45882,19012,7474,60759,54085,32465,47992,73699,8495,31495,22787,1197,43831,31895,80970,6313,31117,86973,88306,14219,52561,88992,64498,54902,20276,54941,57830,34027,54594,90450,297,59849,20834,40209,13836
45932,36076,45832,20635,40822,39282,52602,68367,21822,73440,10810,5333,47745,21422,46279,14161,14402,14306,9243,69692,95304,56438,84650,23106,36492,66937,84211,87692,80726,43450,21518,21956,30953,32451,73701,26410,38603,56407,13567,81421,85503,28101,37437,22750,17191,20209,11357,28052,22197,90672,11651,89452,51128,73025,54199,4171,87930,2005,42439,60583,80254,25553,54224,14006
86109,52894,29853,88595,85506,35033,33798,20781,91339,41928,6727,4339,93922,55639,66666,90938,67727,33684,45216,84506,43801,45918,22116,7466,70336,57826,44792,93861,12927,29201,32238,56137,76520,10347,38228,36425,5097,96160,19623,45679,76636,461,96560,2000,75267,41272,53065,54136,36584,48818,26560,48359,31435,22628,63695,32282,15844,12054,85089,48494,45426,2885,98779,7880
79054,50097,36795,29957,984,77740,87722,43241,95688,13530,60751,41681,48130,77406,14993,66592,31921,1438,69233,96550,37168,35457,81882,53551,34061,70592,51594,33694,6226,46739,32480,54545,7546,18116,25524,7379,82340,53999,86831,77442,64021,11680,12576,47537,28535,83200,65621,53108,99300,31803,23892,31188,47165,57763,59450,23594,72640,21146,86995,73716,54089,50816,15804,29409
56743,20645,46587,96147,52376,66087,59678,16506,12256,50839,3207,59001,36689,33622,70522,39227,26518,97614,94557,57171,15374,17600,56278,18594,45264,81585,80705,79932,34985,15339,91023,88878,69433,75898,3730,28099,66173,9157,12633,83532,82073,80753,7213,93596,28281,46343,39822,94498,86391,48543,62562,71183,17124,56787,82563,25124,63411,59277,99545,6855,30746,13066,91660,59441
2346,72437,40906,13413,33101,63502,93670,57320,71938,40061,18852,30579,38594,48803,85695,50960,38238,8186,49405,36175,19390,27735,54266,67697,86065,41843,38188,76953,78074,86587,9344,62495,71204,64128,84228,51477,95938,73173,80272,57458,8453,50896,41464,61592,80223,95473,29979,18924,1144,63869,32942,90350,71078,10620,95866,65129,73983,71599,32405,95504,83586,47088,85829,32937
86044,70595,50039,42186,30276,45424,86813,16183,68248,93069,39781,21640,28677,33120,82200,92001,50229,33188,5334,86007,80787,41643,10526,55489,1643,49202,22986,70086,69950,30439,48531,37155,87666,84358,74499,90850,66982,32203,68577,57349,61343,36534,56865,44492,29244,73381,37241,27672,24248,94333,41173,57578,31610,67423,56067,99390,60677,76823,2730,68598,17181,97251,6341,27978
90915,99751,28067,68055,51948,16131,68889,64438,24893,45042,16748,79187,29680,32907,6287,93925,71362,36163,13309,24263,26766,17498,30580,68900,87419,85173,65258,19556,99970,88356,22761,46731,79500,91316,94912,9859,84136,37343,26984,9963,94977,29337,40395,31244,341,1205,78629,34956,68648,99244,93088,61866,42747,80001,10629,70238,38187,6254,90818,22700,45949,46124,1493,95314
2669,11201,12573,7118,13218,22057,49171,63061,98598,97915,35249,5189,93066,6549,76199,26305,75531,18715,9608,9850,12230,53974,93810,68720,73022,60023,29035,9378,29188,59476,37500,98053,60936,1195,36667,56553,65560,65562,55615,12593,1481,69018,67409,29819,36486,36175,14143,59215,47409,87102,44510,75759,68257,42353,43444,46761,65038,93423,86302,20298,81399,54823,94607,62901
25136,45719,122,97376,31102,188,72721,1816,35591,2162,87117,42015,83452,58010,2360,15457,30957,11347,17226,30511,29234,51054,14789,83388,21364,77629,67446,11712,60799,96337,85900,26691,43145,46111,51676,8438,34006,53726,3710,28224,6234,23881,58965,6183,40764,43730,81377,63978,15801,40491,69589,16968,88246,65845,23646,92775,65798,76042,96852,11539,55145,50965,65749,23481
46778,84015,15142,62285,16037,73713,30499,56975,3294,18653,67937,75232,17121,86441,86954,39973,52763,10782,53971,71593,34407,86242,12935,83490,83437,450,63336,16935,22288,37249,85030,1052,15072,17542,55775,94257,31492,3313,32436,75650,51546,16505,67125,66331,20293,89700,25803,47576,96511,82799,18869,94740,22146,68781,69928,49146,240,18830,80253,86206,94842,34487,55144,71146
80512,30997,61644,39011,92266,87485,82147,14634,39454,82519,85225,98358,1875,96434,24899,42699,47564,22122,89382,16240,83509,16828,41894,8804,92162,72464,14300,92627,64835,49663,26002,27188,4080,78003,34137,73913,24959,69902,15680,92133,13801,95413,88298,75214,31839,95085,71176,40371,96456,75416,14841,48348,30178,80210,27593,82072,91693,35933,89818,99452,82175,89706,49029,72872
73029,13927,67403,41519,43020,20542,58815,17592,86010,33391,7157,83943,31233,46841,12229,10226,53484,43136,67510,79369,22813,16995,4443,19462,39827,29033,99074,28202,74984,36774,99508,37570,26410,25707,5632,14732,83732,2150,49353,43408,3797,45818,85952,75493,6308,52030,98875,70295,87365,46228,79010,63806,79036,89627,50469,48357,53919,58515,1843,22846,23447,29508,78631,19599
14710,25421,71974,8846,72860,83017,19861,105,80875,54260,71302,52307,78127,97720,4971,71022,34813,79767,47391,85473,87075,23552,61569,69103,22952,76351,30780,84884,45077,7940,16105,91334,78577,11456,1985,9038,64864,20095,84548,7497,76900,34779,76191,66909,96823,70707,95396,31369,80295,18707,67507,88896,80345,7074,11250,10576,23603,37818,33307,73678,73920,34966,27590,77837
74445,12831,7314,9544,72145,77521,4586,18899,97365,83928,55023,15681,24284,7061,1655,34887,48280,23344,44248,88338,1684,36599,79878,46866,20520,92059,86327,49655,17133,69739,72089,24336,59908,46265,57970,81468,23506,39119,17600,85371,35027,32465,45370,69211,43176,18081,51706,20290,65384,73915,69960,39373,36485,26718,78193,23182,87032,82174,4107,9411,49095,24402,83295,33208
56606,29039,80360,28019,12245,98842,73500,24305,58938,30708,14222,73866,28710,79237,98414,93433,93218,14848,68048,62641,66206,17107,30077,96593,68035,36963,14177,76365,41375,84722,77026,2724,56951,17689,24099,10022,45146,32514,22291,93901,68113,58624,1732,3250,42465,84370,77708,97206,53517,96017,3528,59050,95136,55173,63852,33372,19692,6110,83219,46675,16292,75812,20924,3001
97301,20707,94191,62604,49203,15093,42301,94337,65184,65853,53914,5032,36388,69956,1141,97199,85248,8852,76340,43344,73391,69313,19919,97953,35607,64121,61511,60752,32653,20339,19721,52337,5042,40608,77139,18920,53031,53194,50206,76095,72728,99373,37455,34136,30835,69593,44732,3983,35597,578,3764,13506,10842,88869,65581,44984,84271,18092,12999,53338,98042,20465,46147,85366
63201,86008,79249,54098,61824,20500,52690,42961,6380,31612,55217,12173,75431,14174,41019,71586,427,87394,61949,18358,33076,34883,66932,77966,49568,52293,99874,4689,540,39970,23966,12399,95074,68711,99007,45314,8971,1265,56210,53474,65849,42631,38427,95432,79436,41680,15558,66493,37666,76851,12252,51113,56725,50856,54413,67998,56289,73550,66310,27632,15258,54456,43872,84554
46397,61140,49844,69891,44741,33201,87154,69088,34227,3257,24775,87693,44877,27296,22782,64358,70264,71006,55590,48238,14397,97254,10140,89695,62411,98634,76107,44412,28881,1968,2620,6084,22461,46742,2940,10408,38744,94050,70179,49492,52021,37708,44890,14477,48549,32735,66518,51089,91299,85135,81389,11914,93847,69156,40,55700,73405,96865,95278,55291,76020,8348,34968,6375
74746,82758,66403,85936,17916,67655,32979,78950,64121,34549,73670,13699,49683,49401,40916,6938,13492,17129,14667,23682,58214,69885,39975,75151,9432,70138,99509,17834,54842,5404,93593,94069,14968,9342,23657,33265,61497,705,37728,71453,43340,87775,68424,19401,49246,57350,53321,10861,61553,23320,52817,76115,50717,43695,10372,43980,67609,86201,29637,64150,92936,2934,66241,47935
70917,87718,58362,11579,34997,55579,80127,44414,67335,73251,6607,39179,83644,96425,5425,15689,47391,88888,54509,80107,78673,78186,74821,42735,73297,25556,63178,91824,74060,31673,10627,75912,3038,90250,98668,90206,92533,6988,84920,31008,27398,9569,70017,62720,73927,27297,9952,8866,60274,33336,64728,69902,81448,74434,43546,48460,97005,48990,81792,65055,32063,980,87948,74620
48792,50095,42837,56537,906,22621,14318,32018,13718,77271,4495,91776,35994,1016,67359,3475,62096,15046,32330,62652,60608,64756,15613,76001,46969,7361,42228,80471,94843,87385,48699,10207,50829,72527,22133,76358,91712,43757,89661,22900,68205,91498,23298,86780,62565,45227,75408,9428,13209,37522,66570,89769,8578,45177,47024,82604,94674,95728,89935,74311,25591,75183,63780,64395
82313,89000,25272,14787,16334,76550,12200,63610,88009,10096,6872,63619,70147,62430,30930,92084,68173,97076,97407,4018,72632,36549,41137,59338,91440,13377,88995,73140,8412,19452,9676,17660,16162,95047,60734,37048,57543,6687,81496,254,31005,96967,67952,19229,50756,60825,32352,6349,69992,4507,81395,51261,9902,55036,82157,20585,71345,69155,92770,85128,44123,19848,98497,54598
45603,29595,96877,94982,44008,97958,23988,47780,54700,72744,86641,85525,43573,79272,32935,77927,35966,63878,73178,97343,20514,59633,39216,52789,92213,36641,5845,97497,56912,69941,908,15881,96675,89934,62213,12074,70590,89215,12603,13530,6453,57733,99295,87215,53123,31581,11742,50188,42435,89960,34816,48419,59237,7021,96904,18034,77234,52419,7188,64081,63790,17797,33316,65658
91266,83008,17281,42182,95603,87031,79474,64783,49990,95932,13372,68699,82240,85081,24594,11759,44360,14697,25782,52331,12890,19386,62856,95703,56239,27223,54144,5629,20090,25325,4468,12976,43892,83890,72391,67281,63018,39100,23706,58345,94596,78463,83164,52638,62811,43213,27150,64127,27245,21106,56705,61156,46889,56555,531,42421,36094,37362,25598,74728,25927,54772,6016,77899
47711,54375,23083,78003,62032,8468,6110,87894,32347,890,70770,44992,31474,3574,71071,87212,10118,15047,99612,49845,40608,34651,55695,13822,48087,891,72190,39198,97711,17537,6507,25625,94163,66483,38107,34244,38637,18207,40519,58879,38740,51245,30152,53348,35749,5714,30887,52718,84591,33304,40634,86960,64986,19018,57786,70973,45666,37413,85504,79298,62856,25179,39850,15336
21741,81981,96572,41763,5755,48587,42172,99838,1588,62137,42753,73043,82222,66985,83670,88501,77280,10861,28917,27647,72041,75042,41359,86876,54928,72993,28037,25835,86664,92600,36706,29485,48029,48239,33210,78024,11461,50362,54147,70493,72128,21590,22063,1374,25865,63797,80668,61486,30219,29564,25485,93682,80592,85454,59309,47564,53597,46842,66274,7662,89800,29496,69530,57043
26712,55432,58073,50352,10545,47506,51299,43691,908,33032,99936,28669,1375,65522,24211,12991,52681,6484,31454,87860,520,45415,29070,90399,20266,9244,878,11096,35772,70673,45819,82795,5506,61130,12547,57208,91919,383,94519,8195,20076,29092,10951,26563,8649,19459,85839,32878,82953,84912,71873,50418,78891,21385,14571,68273,86507,88439,7469,62925,45199,98058,60208,53997
411,1874,30048,81260,67211,76022,82593,93607,89532,93949,10825,37253,7888,22422,69755,63126,32963,69579,36397,20746,59800,74374,59937,6043,85728,20505,8236,3742,855,11247,42461,50993,78536,10616,43998,85548,31059,29131,69684,79405,46744,84633,61640,10050,20291,62090,1270,57204,3841,53907,68168,77692,1461,64387,96218,1306,41042,35309,77231,65707,16415,61321,84809,42280
72049,420,62714,77215,7841,44436,53883,77604,56020,11679,27472,23299,5226,82300,93869,28309,49957,35710,33134,46077,95339,41717,87482,93820,43445,91633,2878,79622,16589,62317,67744,24794,52699,2974,57957,25973,14074,63033,20827,46950,8701,98704,50659,15380,37811,83564,83512,44457,25314,14329,93663,43310,32561,11522,26467,65160,53454,82325,58197,3834,29346,41102,25238,63467
31959,54271,5029,22365,11325,66898,43092,83892,19415,51677,45018,85346,10481,83835,80353,22649,32126,5037,38218,54293,82051,3149,59317,29094,10962,72128,7340,77113,44867,36662,43290,82237,37745,74076,92563,95091,28056,79347,16078,87231,69547,91292,99905,72154,5684,71759,37177,78720,65739,55097,95054,91203,70135,22752,62446,63883,21509,87917,71952,91994,3332,12634,8479,64406
55944,35547,59457,54746,62426,27440,89025,8391,40644,91930,77667,42987,43892,57029,49636,96721,7899,73289,4988,819,41999,152,3779,69425,35856,66851,6485,56307,30589,62294,25119,64247,26010,60144,52630,447,82138,57490,89403,27998,34258,4503,71560,44631,82214,95914,34385,48322,32892,85405,30378,39319,80771,72608,7196,33123,86900,15226,28512,98373,59327,72551,13931,48986
66626,81479,81760,21582,75010,37135,14314,66518,80956,59909,62360,14024,57194,43173,15084,49014,46674,51346,1976,68523,19902,6834,71896,2958,47305,81836,44870,87541,98996,25563,24915,35706,38750,93310,23380,52414,84366,68200,97987,53014,96055,34399,57420,61308,97409,32250,91797,87570,73920,47129,80607,12771,87057,68644,4421,50144,89990,20552,98752,17441,60375,54922,80053,7181
15894,14866,78258,48985,38795,50072,53252,74950,92025,28380,31218,53240,29869,5026,16541,63344,24982,64117,16380,63776,66994,91727,44198,43233,86032,50700,88898,67691,75086,48858,50138,14418,11529,25611,92397,68539,5808,6747,57955,47486,91097,13672,71579,4574,72772,12328,50218,65252,22917,64488,84355,70059,29679,77894,86368,71710,25230,95778,68105,86718,83293,29370,60227,5438
52292,70760,30380,31130,19515,93288,77802,84445,80593,61478,89288,69728,23003,81030,27928,66275,69794,85671,98832,79006,67782,10832,93358,29321,16179,66441,61555,91786,72268,67529,90710,87784,47522,68709,48847,4592,93362,92850,58364,2383,88814,19266,97580,52701,79771,84966,16326,24176,90342,87267,56574,48643,72049,82453,80188,61218,51315,86021,43743,23341,93225,14859,60677,41147
20302,77474,45594,75632,46287,29068,21523,94304,11956,25391,3814,2839,20276,20567,61459,25932,1302,81566,59196,26633,34658,34196,60074,80067,38957,8809,54356,39449,52094,92966,84500,69304,36762,7985,7285,88525,81229,69455,8637,9117,74869,2798,44221,39663,13004,78685,83580,33891,41984,61860,37865,81221,53293,50444,60133,17015,17517,40913,69024,23027,94048,15782,80942,68504
10684,3519,75583,736,73888,71105,71552,91142,3652,22941,77368,26424,57756,31516,70565,32434,24445,31159,20439,53033,71504,36965,16115,93887,6566,98848,88494,74375,45505,30984,32207,58660,70611,58321,42571,73917,57260,49766,98957,5231,84765,16303,92931,19377,84978,40479,19796,99204,3926,99332,49470,27252,88952,58989,68438,69208,70223,62798,82963,33884,35884,22555,28284,43424
81910,62123,40285,48042,12501,98404,81530,57574,96701,73471,28469,70923,16018,53453,62755,92719,65156,53807,36637,50176,32239,41598,27124,14869,80075,39991,43960,50499,98704,37689,22108,10215,93980,25899,50598,49493,37880,4219,39305,69604,64650,24371,9608,81119,49560,60566,56254,87298,42215,92917,3689,26760,41919,51020,3996,88881,78835,1445,95188,8940,81097,26307,84131,42655
23898,94282,57086,69655,32681,73849,22764,55013,98590,77369,19041,32857,24565,49355,44992,26083,5809,67993,27852,65295,4359,73774,48585,40274,2504,7978,28387,98415,33209,63699,5128,83862,83908,2050,42690,14749,68349,77474,84265,72231,11102,35260,40956,9483,80274,94039,43945,88577,47615,23241,61265,70601,32712,86681,94533,7332,32003,38351,47415,48381,25427,34789,59316,88024
86558,48070,37518,51601,26194,13199,78375,96485,78489,63255,64087,92188,53946,35131,95104,44553,14063,36620,12632,76285,45841,46763,49863,3662,38040,53376,50112,47980,14519,79703,51943,63136,19287,30684,84511,79049,4074,25446,73179,13125,72431,87585,82261,8826,99257,65449,94358,32956,87327,29086,23219,20107,37188,15836,64840,34304,34899,84892,40415,48328,83973,16104,39713,25288
97710,50836,70239,88926,33168,92940,89441,97894,16810,68210,91094,42809,46763,74625,75577,88497,92894,29828,77486,69712,23864,3942,68615,44191,38333,22490,28890,87795,43697,61477,85686,80484,1113,10907,1021,5421,44513,15451,46220,32171,66243,93533,41236,15678,78850,92649,52525,33260,52519,6715,90963,82185,93651,8899,60587,67692,94387,51889,17138,31395,47937,12121,15267,54991
41933,62858,87022,91677,38114,91538,78713,52240,56133,12072,36099,25142,15271,13465,28567,7910,92111,84376,16436,16798,21977,92963,27559,39499,19929,806,35599,64304,36664,84394,68572,2899,98454,54856,27354,28559,32077,90270,74312,65916,42558,15793,42597,6086,45847,22087,1202,1145,86364,33636,50276,39752,9365,77667,26952,97020,1723,6504,74895,54910,18513,89456,96569,17994
70317,27009,20362,86955,92035,70571,78709,73956,15009,73755,57801,9202,18010,68983,58658,75313,18925,13975,9789,67908,24329,74427,56005,47791,73099,92553,33114,81190,85117,21714,36996,94469,51226,73493,52486,69898,76364,36613,61984,88032,79835,837,11793,59910,45116,11137,3593,24927,52685,49894,19315,25632,4737,31191,31872,76430,41487,76788,57419,81945,35601,8552,85304,45874
75522,71681,62658,37964,9721,12372,58873,49892,15125,53374,1283,13552,65176,89697,89675,28196,55137,8418,25467,92211,46263,88467,90331,68538,51271,65758,22758,22283,32393,69970,26887,28839,72263,75184,61429,66177,36305,55653,24682,20290,79385,47521,1493,72595,78233,31133,14624,61361,10502,85489,89150,58976,58696,92594,60308,15513,63329,32511,11770,40900,7687,64780,94527,94956
99307,87949,5120,7890,27905,57087,26746,63291,33612,74289,82517,22463,99345,78205,35551,78998,30657,93080,43532,56802,4436,22322,22231,72595,80765,96072,34478,20754,68838,13304,10808,70227,73689,60877,99134,87084,91578,42518,30972,75296,97733,48363,37762,62928,13655,41576,10652,17976,65668,6309,71508,71727,81259,42727,96482,5706,48238,54219,53834,98224,13637,70884,3752,36900
89185,33171,41026,94767,70825,68332,64377,90533,77800,18127,92362,20550,71859,27597,27536,63715,97810,6369,39533,39115,28197,40409,9843,9929,40484,25415,56726,29248,46784,30158,1969,39537,66271,7412,96326,6211,29468,95037,73878,35122,45771,2115,41864,45946,36380,31582,7580,13212,88608,86990,67049,9189,25734,32254,27435,272,30160,81485,67733,61566,83080,35806,46979,43017
89393,50457,777,80032,3573,85019,5119,98169,93973,77792,37678,44360,67634,505,62120,36325,32458,53272,47113,9914,96612,11159,98273,27009,79158,87029,75021,75493,49182,44032,99495,18257,71817,19057,21260,3214,34354,30997,43746,34446,87431,64781,56704,56954,95898,73751,84431,10154,86847,28253,8564,46144,65304,34200,15457,16579,379,24668,53393,87563,37863,53110,60339,92534
88451,26221,13890,35886,52664,87795,91806,35097,40287,30450,84181,65076,45513,29650,43544,64563,36394,42477,87469,55316,41496,25448,42582,46219,4938,83576,76108,30861,75472,6575,11705,42001,82875,63244,20822,62461,1570,81351,83140,50527,37929,77730,85265,21760,90763,8659,30524,51889,78300,95120,13070,53019,20397,91349,37132,2034,88416,80162,79671,47800,69339,82817,84007,69191
